,text,label
30,"Nearly 110 families made homeless from the blaze are being housed at hotels in west London . Churches and community centres are providing meals and support , and donations of clothing , toys and household supplies are flooding in .",0
31,"Cardinal Tagle , who has visited refugee settlements as part of his role as Caritas president , said he asks people who express reservations about receiving refugees and migrants , "" Have you ever talked to a real refugee ? Have you heard stories of real persons ? """,0
32,Arshad said that besides learning many new aspects of sports leadership he learnt how fast-developing nations were using sports as a tool of development and in this effort the disabled and the underprivileged were not left behind at any stage .,1
33,Fast food employee who fed disabled man becomes internet sensation,1
34,"The bloc 's 28 leaders will ask Davutoglu 's government to accept "" large-scale "" deportations of economic migrants from Greece , the main entry point to Europe , and do more to implement a November deal to slow the flow of people into the bloc .",0
35,The foundation urged those who are willing to raise fund for the homeless victims to click on the link below for donation .,0
36,"A fire that broke out in a labor camp in Al Sailiya on the 8th of May left approximately 300 Sri Lankans , employed at a Janitorial Service Company in Qatar , homeless . They have been provided with temporary lodging after the fire . Expatriates who did not report to work under these circumstances have been arrested by the Qatar authorities .",0
37,Rizvi : There will be no joy this Eid <h> ' The citizens of this nation are becoming hopeless ',0
38,"FLOODTwo weeks ago , homes and farms were submerged by water , rendering a number of families in Garissa and Tana River homeless .",0
39,"Some 800,000 undocumented people are expected to benefit from the policy that will see them receive deferred action from deportation . Undocumented immigrants who arrived in the U.S. under the age of 16 and have lived in the U.S. for more than five years can apply for relief , once they are under the age of 30 .",0
40,"Justin Bour led off the ninth with his 22nd homer , and first since a six-week stint on the disabled list . Ramos then gave up four singles , including two-out RBI hits by pinch-hitter A.J. Ellis and Ichiro Suzuki .",0
41,Vanessa had feelings of hopelessness in her final days which increased when her cry for help yielded no response from the resident magistrate who placed her in the care of the State . Her letter was conveyed to this court official by an investigator from the Office of the Children 's Advocate .,1
42,""" There is food given to poor families here by the government but we have not been able to access it , "" Gwauya 's mother , Sithela , told the Thomson Reuters Foundation .",0
43,"Comrade David Kerigbo Ugondo was born to the family of Late Pa Akerigbo Adikpo and wife , Mrs. Pam Akerigbo Adikpo on the 25th day of October 1950 in Achagh Mbaduku in Vandeikya Local Government of Benue State . His 67th birthday would be 25th of October . A well secured Nigeria gave birth and nurtured Comrade David into 27 years of meritorious service to industry and unionism . It is tragic that an unsecured Nigeria in 2017 made him vulnerable to day-light gunshots on Sunday September 10 , 2017 by criminal armed robbers who attacked around Birnin Gwari town of Kaduna State . May God grant him and other victims which included an Army Captain and infant baby eternal rest in paradise .",0
44,"Currently , what 's left to the Palestinian people is nothing more than the tiny territory of Gaza Strip , which is a de facto prison of Palestinian refugees , as well as the scattered and isolated villages and cities of the West Bank .",0
45,"ORLANDO , Fla. - Are you missing something fuzzy and cute in your life ? Many cats and dogs can fill that need and are in need of good homes .",0
46,More than 750 trolleys of food donated to those in need,0
47,"Deans now lives in Japan and previously coached the Wallabies but remains a staunch Kiwi . Asked to assess whether the All Blacks were vulnerable at present , he gave an empathic response .",0
48,"The US Senate 's much-touted freewheeling immigration debate failed to materialize Tuesday , raising prospects of Congress and President Donald Trump falling short in striking a deal on border security and the legalization of young immigrants .",0
49,"Before April 2005 , the official definition of the unemployed was those who did not work during the reference week and are looking for work . However , from April 2005 onwards , the official definition was refined as follows : not working , looking for work , and available for work . It subtracts those who are looking but not available for work and adds those available but not looking for work for the following reasons : tired/believe no work is available , awaiting results of a job application , temporarily ill/disabled , bad weather , and waiting for rehire/job recall .",0
50,"Number 3 : We 're not all weird hippies living off the grid . In fact , I 'd wager that the most business-savvy , conventional people are filling up small town NZ . After all , it 's the place to be if you are a young person looking to get into the housing market . And we are eternally grateful to the economists who constantly tell Auckland 's young people that the case for home-ownership is hopeless , instead of encouraging them to look elsewhere . It means less competition for homes where we live . That means that when we do buy , the mortgages are manageable which means -- you guessed it -- yet another reason we 're all ageing well .",0
51,"In line with the Modi government 's mission "" Accessible India , Empowered India "" , together with the "" National Policy for Persons with Disabilities "" and the "" UN Convention on Rights of Persons with Disabilities "" , the code has for the first time made elaborate provisions for making buildings and public places accessible to millions of disabled and elderly persons . The code for barrier-free built environment will be applicable to all forms of public housing by government and private builders .",0
52,"The 2015 study states that 97% of women see sexual harassment as a form of violence . In addition , another 85% of women feel disparaging remarks are insulting and offensive .",0
53,A court ordered an oil company to pay a former employee Sh5.7 million for sacking him because he was disabled .,0
54,"Over the past 15 years , the show has handed over more than $50 million to the Mustard Seed Communities to assist with the care of more than 400 abandoned , disabled , HIV/AIDS-affected children , and pregnant teenagers being accommodated in its 12 homes across the island . <h> ADVERTISEMENT",0
55,"People who are homeless , those who were once homeless , those working with the homeless and concerned New Zealanders are being asked to share their experiences and solutions to this growing issue with the Cross-Party Homelessness Inquiry . More&gt;&gt;",0
56,She said : ' It may be the fact that immigrants from East European countries are better educated and more attached to the labour market than the native population .,0
57,He said that they have witnessed the tragedy the people of Nepal are currently experiencing . He went on to state that it is an emotional time for all . He said that thousands have lost their lives owing to this earthquake while many have been rendered homeless and destitute .,0
58,"We have been a leader on so many fronts , not just on this continent but also in the world -- from our attainment of independence , to our development of a democracy that maintains at its core a pledge of stability and a respect for the rule of law , to our formation of much-needed peacekeeping and other humanitarian missions for other nations in need .",0
59,"Life on the streets , she remarks , was really no different from home , where she often slept hungry or out in the cold when the landlord locked them out . Awino will therefore always be grateful to that kind man who came to her rescue and took her to Boma Rescue Center , a home that provides temporary shelter for homeless children .",0
60,Mwesigwa said ' Youth have to learn lessons from good example of Heroes who contributed in the liberation struggle . ' The Community Service was conducted at Cell level in all Districts of Rwanda last Saturday morning with thousands of youth participants to clean schools and make renovation of houses for poor families .,0
61,"' I can say that at fifty-three , but when I was nineteen or twenty I was vulnerable . I didn ? ? ? t know better . ' ?",0
62,They told all immigrants workers who desire to return to their countries or communities as a result of joblessness and has become stranded due to the government 's policy to depart peacefully and safely without fear of intimidation at the destination points of entry and arrival .,0
63,"By AGENCE FRANCE PRESSE , Brussels , Belgium , Aug 5 -- Fears are mounting in the European Union that its months-old pact with Turkey to curb migrant flows could collapse as a rift deepens over Ankara 's crackdown following a failed coup .",0
64,"The homeless shelter provides a secure environment to sleep at night but nothing can be left there during the day , even if the individual is returning that night . The Champion Centre now offers a locked room with shelves where personal items can be stored , said Schnee . Lockers with a lock and key would be preferable .",0
65,"In January 2015 , Fico had stated that Slovakia will not be able to bear entry of hundreds of thousands of Muslim migrants who would construct mosques across the state and would transform the values and traditions of the country .",0
66,Masemola said the students were all from poor families and had lost a lot of money preparing for the trip .,0
67,""" Data centers are especially vulnerable here in the Philippines because of the increased possibility of fluctuations and outages , "" says Santos .",0
68,"Developing countries shoulder the most significant burden , hosting around 86% of the world 's refugees , compared to 70% ten years ago . Turkey , Lebanon and Pakistan each host more than 1 million refugees . <h> Verdict",0
69,Italy sharply criticised new U.N . human rights chief Michelle Bachelet on Tuesday after she announced she would send investigators to the country to check reports of racism and violence against migrants .,0
70,"But how often should we shave if we no longer have in-between days ? Well , we are all born different and so is our hair . Everyone 's hair grows differently so there is no right or wrong answer as to how often we should shave . Some women do it every day , while others have the privilege of waiting longer in-between shaves . As time goes by , we will slowly no more about our body and eventually find the right schedule that works . <h> 4 ) ' I can shave without water when I 'm in a hurry '",0
71,He said the maximum punishment should be imposed to make them realise the department was serious about the employment of illegal immigrants following sufficient time having been given to them ( employers ) to register their workers under the E-Card programme which expired on June 30 .,0
72,"Many suffered in appalling conditions in detention centres , set up to deal with the influx of migrants , as public opinion turned to "" refugee fatigue . "" The original camps were open and allowed inhabitants to work in Hong Kong and travel freely , but by 1982 , the opposite was in effect , and refugees languished in "" closed "" detention centres , sometimes for years .",0
73,"In the past month , four major hurricanes -- Category 3 or higher -- have churned through the Caribbean and Atlantic Ocean . Hurricanes Irma , Jose , Katia and Maria caused major damage to island nations in the Caribbean , as well as continental North and Central America , devastating the lives of millions of people and leaving hundreds of thousands homeless and displaced .",0
74,"Chief inspector Nicola Shepherd , who led the investigation , said : "" For a number of years these men , who were placed in a position of trust , carried out prolonged abuse on a significant number of vulnerable young people .",0
75,"' ' No human being should go through this kind of ordeal . The security agencies and state governments should continue to provide special protection to educational institutions vulnerable to this kind of outrage especially in remote areas , ' ' he said .",0
76,"In September , Major Nottle set off on foot from Melbourne to Canberra to plead for a national solution to the homeless problem .",1
77,"But Prabha was one of the few fortunate women to have a lot of family support . "" My husband , parents and siblings all stood by me throughout those difficult times . My husband was a great support . He would segregate my medicines and staple together the required dosage to be taken at a time , so that I did not over or under eat any medicine . Family support is very crucial , because then you can damn the world . If the family 's psychological support is not there , no amount of outside support can help . Adherence is the key word and it is the family who can take the patient to complete the treatment journey . I was a psychologist ; yet none of my coping mechanisms worked . Just imagine the plight of those patients who have no treatment literacy and other support "" , she said .",0
78,"He said : "" To neutralise the attraction of terror ideology among our youth and other vulnerable persons , the International Community led by United States of America must support Nigeria to fight corruption , repatriate stolen funds and get out of economic recession as quickly as possible .",0
79,"For SJKC Chung Hua Sibuti , the Maybank volunteers helped repaint the building 's walls , repaired broken door frames at the school toilets , donated uniforms to 10 schoolchildren from poor families as well as four iron racks and 10 boxes of A4 papers to the school .",0
80,"Yet the report said refugees and migrants get far more attention than the millions displaced inside their countries by conflict , violence and disasters .",0
81,"Starbucks is vulnerable to international consumer protests against Trump policies because it has a significant , very visible global footprint in 75 countries .",0
82,"The demographics of Pakistan and India are very similar . Poverty is a widespread issue . According to the FAO , 40 percent of children in Pakistan are malnourished and underweight due to lack of access to adequate food . And this is not because there is n't enough ; Pakistan is the 8th largest food producing country , however , 50 percent of the population is food insecure . With the massive income inequality that persists , RHA is a brilliant movement . We collect leftover or extra food from restaurants and distribute it to the homeless and hungry in the locality .",1
83,"Nevertheless , the schism within the Ahmadiyya community and Mirza Muhammad Ahmad 's unabashed claims left the movement vulnerable against accusations of being heretical .",0
84,"Vaila Barsley plays in Sweden for Eskilstuna United and represented England at youth level , although she has gone on to become an international with the Scotland women 's team .",0
85,The refugees are staying with a family in Cowichan Bay until moving into their own accommodation in Duncan .,0
86,""" Ecological conversion "" calls for a change in our lifestyle . This means that true transformation of the world must come from within each one of us , not from without . We must choose sacrifice over want , sharing over greed , and serving the common good of all creation over convenience . Only then can we truly be Disciples of Hope in a seemingly hopeless situation .",0
87,"Freeman 's aim is to open a Pieta House service in Queens ' New York Irish Center within 6-8 months which will provide mental health counseling for the Irish in need within the greater New York City area . They have also been in contact with Irish centers in Boston , Chicago and D.C. about expansion .",0
88,""" Unbelievable . They 're pitting two poor families against each other and making them feel guilty about helping somebody for our entertainment ? """,0
89,"Skin needling is a safe and precise way to traumatise the skin to stimulate collagen , based on the above principal . It results in a smoother , firmer and younger looking skin .",0
90,"However , this year he met a group of enthusiastic disabled runners as well Paralympic Games competitors at an event in Hong Kong .",0
91,"During call with Australian PM on refugees , Trump pulled phone away from ear and says he wants off call , which ends abruptly per source .",0
92,"Most African flag independent States are under economic oppression , a bondage which is not very different from the colonial rules of the 1900 -- 1970 world . This modern world is a world in the midst of economic dependence and a lot of people in need of help . In other words the political environment under neo-colonial rule of today is not different from the political environment during colonial times where the struggles for independence began .",0
93,"The section states : "" The following Commonwealth citizens ( not being persons deemed to belong to the Island as defined by sub section ( 2 ) of section 2 ) are prohibited immigrants . ( h ) any person who , from information or advice which in the opinion of the Minister is reliable information or advice , is deemed by the Minister to be an undesirable inhabitant of or visitor to the island . """,0
94,"Careful here . The way society has changed has upset many people and we unfairly mock these concerns . Seemingly unrestricted immigration with no effort at community building is objectively a bad thing . The breakdown of community is validly distressing to some people . When you have an obsession with identity politics , everybody having multiple and conflicting loyalties , this troubles some people . A strong society is one where we are all committed to common values and goals . Yes we live in a pluralistic society , but the desire for cultural connections runs just as strong in Anglo-Saxon Australians as it does for fresh off the plane immigrants . <h> Socrates :",0
95,"In the wake of the sexual-assault allegations against Supreme Court nominee Brett Kavanaugh , reporters began to more closely examine his time at Yale . As an undergraduate , he was a member of Delta Kappa Epsilon , a well-known "" party frat "" that rose to national infamy in 2011 after videos circulated of recruits chanting , "" No means yes , yes means anal . "" After graduation , he went on to clerk for the now-disgraced Judge Alex Kozinski , who retired last yearafter more than 15 women accused him of subjecting them to unwanted , inappropriate sexual behavior for years . ( Kavanaugh claims he had no knowledge of Kozinski 's alleged misconduct , but skeptics find that unlikely . )",0
96,""" The Government , in its drive to ensure the inclusion of vulnerable groups in the productive workforce ( is ) making provision for the participation of working-aged adults in the labour market , who are from poor families in receipt of welfare assistance , "" he said .",0
97,The Golden State is home to the country 's largest number of illegal immigrants -- an estimated 2.4 million -- and officials say members of the community are terrified since the mogul pulled off one of the most improbable presidential wins in modern history on November 8 .,0
98,The departures from London will barely put a dent in S&amp;P 's overall presence in Europe 's main financial centre . But Peterson warned Britain needed to provide clarity on key post-Brexit regulatory arrangements to ensure there is n't more upheaval .,0
99,""" Filipino seafarers have been given inadequate attention in our society . Despite incidents of abduction , unjust compensation and on-board accidents that have been reported , no legislation has been passed to protect and uphold their rights . Most of the policies and programs catering to the needs of migrant workers are designed for land-based workers , "" the Senator stressed .",0
